Timestamp,Source_Node,Dest_Node,Link_Type,RSVP_TE_Latency_ms,OSPF_Cost_Metric,Jitter_ms,WAN_Path_Score,BGP_Peer_Flaps,IPSec_Tunnel_Status,Interface_Drop_Rate_Pct,Link_Failed
2026-07-01 21:17:26.225240,Hub-Core,Overseas-West,SDWAN,,,8.1,98.32,0,1,0.04,0
2026-07-01 21:17:26.225240,Hub-Core,Overseas-Island,SDWAN,,,7.71,88.94,0,1,0.34,0
2026-07-01 21:17:26.225240,Launch-Site-A,Tracking-North,MPLS,15.0,10.0,,,0,1,0.27,0
2026-07-01 21:17:26.225240,Tracking-South,RnD-Center,MPLS,14.0,20.0,,,0,1,0.28,0
2026-07-01 21:17:56.225240,Hub-Core,Launch-Site-A,MPLS,34.0,10.0,,,0,1,0.3,0
2026-07-01 21:17:56.225240,Hub-Core,Tracking-North,MPLS,12.0,10.0,,,1,1,0.16,0
2026-07-01 21:17:56.225240,Hub-Core,Tracking-South,MPLS,33.0,20.0,,,0,1,0.22,0
2026-07-01 21:17:56.225240,Hub-Core,RnD-Center,MPLS,24.0,10.0,,,1,1,0.02,0
2026-07-01 21:17:56.225240,Hub-Core,HQ-Admin,MPLS,16.0,20.0,,,1,1,0.22,0
2026-07-01 21:17:56.225240,Hub-Core,Overseas-East,SDWAN,,,1.31,85.76,0,1,0.11,0
2026-07-01 21:17:56.225240,Hub-Core,Overseas-West,SDWAN,,,2.22,88.49,0,1,0.4,0
2026-07-01 21:17:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.14,90.76,1,1,0.35,0
2026-07-01 21:17:56.225240,Launch-Site-A,Tracking-North,MPLS,13.0,20.0,,,1,1,0.23,0
2026-07-01 21:17:56.225240,Tracking-South,RnD-Center,MPLS,30.0,20.0,,,0,1,0.19,0
2026-07-01 21:18:26.225240,Hub-Core,Launch-Site-A,MPLS,179.0,100.0,,,11,1,18.52,1
2026-07-01 21:18:26.225240,Hub-Core,Tracking-North,MPLS,28.0,20.0,,,1,1,0.12,0
2026-07-01 21:18:26.225240,Hub-Core,Tracking-South,MPLS,14.0,20.0,,,0,1,0.07,0
2026-07-01 21:18:26.225240,Hub-Core,RnD-Center,MPLS,23.0,20.0,,,0,1,0.02,0
2026-07-01 21:18:26.225240,Hub-Core,HQ-Admin,MPLS,16.0,10.0,,,0,1,0.27,0
2026-07-01 21:18:26.225240,Hub-Core,Overseas-East,SDWAN,,,3.79,93.85,0,1,0.14,0
2026-07-01 21:18:26.225240,Hub-Core,Overseas-West,SDWAN,,,7.91,83.49,0,1,0.21,0
2026-07-01 21:18:26.225240,Hub-Core,Overseas-Island,SDWAN,,,7.69,95.59,1,1,0.0,0
2026-07-01 21:18:26.225240,Launch-Site-A,Tracking-North,MPLS,16.0,20.0,,,0,1,0.21,0
2026-07-01 21:18:26.225240,Tracking-South,RnD-Center,MPLS,24.0,20.0,,,1,1,0.12,0
2026-07-01 21:18:56.225240,Hub-Core,Launch-Site-A,MPLS,21.0,10.0,,,1,1,0.2,0
2026-07-01 21:18:56.225240,Hub-Core,Tracking-North,MPLS,30.0,10.0,,,1,1,0.19,0
2026-07-01 21:18:56.225240,Hub-Core,Tracking-South,MPLS,35.0,10.0,,,1,1,0.03,0
2026-07-01 21:18:56.225240,Hub-Core,RnD-Center,MPLS,11.0,10.0,,,1,1,0.3,0
2026-07-01 21:18:56.225240,Hub-Core,HQ-Admin,MPLS,29.0,10.0,,,1,1,0.28,0
2026-07-01 21:18:56.225240,Hub-Core,Overseas-East,SDWAN,,,9.44,89.05,0,1,0.32,0
2026-07-01 21:18:56.225240,Hub-Core,Overseas-West,SDWAN,,,8.34,82.81,0,1,0.34,0
2026-07-01 21:18:56.225240,Hub-Core,Overseas-Island,SDWAN,,,3.01,88.49,0,1,0.48,0
2026-07-01 21:18:56.225240,Launch-Site-A,Tracking-North,MPLS,24.0,20.0,,,0,1,0.21,0
2026-07-01 21:18:56.225240,Tracking-South,RnD-Center,MPLS,27.0,20.0,,,1,1,0.15,0
2026-07-01 21:19:26.225240,Hub-Core,Launch-Site-A,MPLS,15.0,20.0,,,0,1,0.18,0
2026-07-01 21:19:26.225240,Hub-Core,Tracking-North,MPLS,35.0,20.0,,,0,1,0.1,0
2026-07-01 21:19:26.225240,Hub-Core,Tracking-South,MPLS,38.0,10.0,,,0,1,0.06,0
2026-07-01 21:19:26.225240,Hub-Core,RnD-Center,MPLS,34.0,20.0,,,0,1,0.23,0
2026-07-01 21:19:26.225240,Hub-Core,HQ-Admin,MPLS,19.0,10.0,,,1,1,0.18,0
2026-07-01 21:19:26.225240,Hub-Core,Overseas-East,SDWAN,,,9.42,81.13,1,1,0.21,0
2026-07-01 21:19:26.225240,Hub-Core,Overseas-West,SDWAN,,,2.47,86.44,1,1,0.37,0
2026-07-01 21:19:26.225240,Hub-Core,Overseas-Island,SDWAN,,,8.62,84.01,1,1,0.08,0
2026-07-01 21:19:26.225240,Launch-Site-A,Tracking-North,MPLS,11.0,20.0,,,0,1,0.08,0
2026-07-01 21:19:26.225240,Tracking-South,RnD-Center,MPLS,30.0,10.0,,,1,1,0.01,0
2026-07-01 21:19:56.225240,Hub-Core,Launch-Site-A,MPLS,32.0,20.0,,,1,1,0.07,0
2026-07-01 21:19:56.225240,Hub-Core,Tracking-North,MPLS,15.0,10.0,,,0,1,0.06,0
2026-07-01 21:19:56.225240,Hub-Core,Tracking-South,MPLS,27.0,10.0,,,1,1,0.28,0
2026-07-01 21:19:56.225240,Hub-Core,RnD-Center,MPLS,20.0,10.0,,,0,1,0.2,0
2026-07-01 21:19:56.225240,Hub-Core,HQ-Admin,MPLS,27.0,20.0,,,1,1,0.07,0
2026-07-01 21:19:56.225240,Hub-Core,Overseas-East,SDWAN,,,3.48,94.06,1,1,0.03,0
2026-07-01 21:19:56.225240,Hub-Core,Overseas-West,SDWAN,,,3.43,92.19,0,1,0.34,0
2026-07-01 21:19:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.46,91.45,1,1,0.36,0
2026-07-01 21:19:56.225240,Launch-Site-A,Tracking-North,MPLS,31.0,20.0,,,0,1,0.08,0
2026-07-01 21:19:56.225240,Tracking-South,RnD-Center,MPLS,23.0,20.0,,,0,1,0.0,0
2026-07-01 21:20:26.225240,Hub-Core,Launch-Site-A,MPLS,34.0,20.0,,,0,1,0.02,0
2026-07-01 21:20:26.225240,Hub-Core,Tracking-North,MPLS,20.0,20.0,,,1,1,0.08,0
2026-07-01 21:20:26.225240,Hub-Core,Tracking-South,MPLS,30.0,10.0,,,1,1,0.11,0
2026-07-01 21:20:26.225240,Hub-Core,RnD-Center,MPLS,23.0,10.0,,,1,1,0.24,0
2026-07-01 21:20:26.225240,Hub-Core,HQ-Admin,MPLS,24.0,10.0,,,0,1,0.09,0
2026-07-01 21:20:26.225240,Hub-Core,Overseas-East,SDWAN,,,3.08,93.69,1,1,0.46,0
2026-07-01 21:20:26.225240,Hub-Core,Overseas-West,SDWAN,,,8.39,84.63,1,1,0.15,0
2026-07-01 21:20:26.225240,Hub-Core,Overseas-Island,SDWAN,,,6.69,93.89,0,1,0.32,0
2026-07-01 21:20:26.225240,Launch-Site-A,Tracking-North,MPLS,25.0,10.0,,,1,1,0.25,0
2026-07-01 21:20:26.225240,Tracking-South,RnD-Center,MPLS,35.0,20.0,,,1,1,0.05,0
2026-07-01 21:20:56.225240,Hub-Core,Launch-Site-A,MPLS,16.0,20.0,,,1,1,0.28,0
2026-07-01 21:20:56.225240,Hub-Core,Tracking-North,MPLS,36.0,10.0,,,0,1,0.16,0
2026-07-01 21:20:56.225240,Hub-Core,Tracking-South,MPLS,23.0,20.0,,,0,1,0.28,0
2026-07-01 21:20:56.225240,Hub-Core,RnD-Center,MPLS,11.0,10.0,,,0,1,0.2,0
2026-07-01 21:20:56.225240,Hub-Core,HQ-Admin,MPLS,34.0,20.0,,,1,1,0.12,0
2026-07-01 21:20:56.225240,Hub-Core,Overseas-East,SDWAN,,,5.34,83.98,1,1,0.38,0
2026-07-01 21:20:56.225240,Hub-Core,Overseas-West,SDWAN,,,1.22,97.05,1,1,0.08,0
2026-07-01 21:20:56.225240,Hub-Core,Overseas-Island,SDWAN,,,9.84,90.2,0,1,0.3,0
2026-07-01 21:20:56.225240,Launch-Site-A,Tracking-North,MPLS,16.0,10.0,,,1,1,0.15,0
2026-07-01 21:20:56.225240,Tracking-South,RnD-Center,MPLS,40.0,20.0,,,0,1,0.03,0
2026-07-01 21:21:26.225240,Hub-Core,Launch-Site-A,MPLS,19.0,10.0,,,0,1,0.08,0
2026-07-01 21:21:26.225240,Hub-Core,Tracking-North,MPLS,16.0,20.0,,,0,1,0.0,0
2026-07-01 21:21:26.225240,Hub-Core,Tracking-South,MPLS,26.0,20.0,,,1,1,0.22,0
2026-07-01 21:21:26.225240,Hub-Core,RnD-Center,MPLS,34.0,10.0,,,0,1,0.17,0
2026-07-01 21:21:26.225240,Hub-Core,HQ-Admin,MPLS,21.0,20.0,,,0,1,0.3,0
2026-07-01 21:21:26.225240,Hub-Core,Overseas-East,SDWAN,,,9.22,90.4,0,1,0.26,0
2026-07-01 21:21:26.225240,Hub-Core,Overseas-West,SDWAN,,,5.53,88.92,0,1,0.13,0
2026-07-01 21:21:26.225240,Hub-Core,Overseas-Island,SDWAN,,,3.0,82.75,0,1,0.12,0
2026-07-01 21:21:26.225240,Launch-Site-A,Tracking-North,MPLS,18.0,20.0,,,1,1,0.07,0
2026-07-01 21:21:26.225240,Tracking-South,RnD-Center,MPLS,23.0,20.0,,,1,1,0.16,0
2026-07-01 21:21:56.225240,Hub-Core,Launch-Site-A,MPLS,15.0,20.0,,,0,1,0.22,0
2026-07-01 21:21:56.225240,Hub-Core,Tracking-North,MPLS,18.0,20.0,,,0,1,0.23,0
2026-07-01 21:21:56.225240,Hub-Core,Tracking-South,MPLS,29.0,20.0,,,0,1,0.06,0
2026-07-01 21:21:56.225240,Hub-Core,RnD-Center,MPLS,22.0,20.0,,,0,1,0.2,0
2026-07-01 21:21:56.225240,Hub-Core,HQ-Admin,MPLS,20.0,20.0,,,0,1,0.16,0
2026-07-01 21:21:56.225240,Hub-Core,Overseas-East,SDWAN,,,3.96,80.68,1,1,0.37,0
2026-07-01 21:21:56.225240,Hub-Core,Overseas-West,SDWAN,,,7.85,89.93,0,1,0.28,0
2026-07-01 21:21:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.25,96.64,0,1,0.25,0
2026-07-01 21:21:56.225240,Launch-Site-A,Tracking-North,MPLS,22.0,10.0,,,0,1,0.25,0
2026-07-01 21:21:56.225240,Tracking-South,RnD-Center,MPLS,27.0,10.0,,,0,1,0.03,0
2026-07-01 21:22:26.225240,Hub-Core,Launch-Site-A,MPLS,28.0,20.0,,,0,1,0.26,0
2026-07-01 21:22:26.225240,Hub-Core,Tracking-North,MPLS,15.0,20.0,,,1,1,0.25,0
2026-07-01 21:22:26.225240,Hub-Core,Tracking-South,MPLS,12.0,10.0,,,0,1,0.18,0
2026-07-01 21:22:26.225240,Hub-Core,RnD-Center,MPLS,14.0,20.0,,,1,1,0.15,0
2026-07-01 21:22:26.225240,Hub-Core,HQ-Admin,MPLS,21.0,10.0,,,1,1,0.14,0
2026-07-01 21:22:26.225240,Hub-Core,Overseas-East,SDWAN,,,5.42,96.94,0,1,0.36,0
2026-07-01 21:22:26.225240,Hub-Core,Overseas-West,SDWAN,,,5.11,89.52,1,1,0.33,0
2026-07-01 21:22:26.225240,Hub-Core,Overseas-Island,SDWAN,,,2.88,80.44,0,1,0.22,0
2026-07-01 21:22:26.225240,Launch-Site-A,Tracking-North,MPLS,18.0,10.0,,,1,1,0.07,0
2026-07-01 21:22:26.225240,Tracking-South,RnD-Center,MPLS,27.0,20.0,,,0,1,0.21,0
2026-07-01 21:22:56.225240,Hub-Core,Launch-Site-A,MPLS,19.0,10.0,,,0,1,0.06,0
2026-07-01 21:22:56.225240,Hub-Core,Tracking-North,MPLS,25.0,20.0,,,0,1,0.19,0
2026-07-01 21:22:56.225240,Hub-Core,Tracking-South,MPLS,11.0,20.0,,,1,1,0.25,0
2026-07-01 21:22:56.225240,Hub-Core,RnD-Center,MPLS,21.0,10.0,,,0,1,0.23,0
2026-07-01 21:22:56.225240,Hub-Core,HQ-Admin,MPLS,32.0,20.0,,,0,1,0.0,0
2026-07-01 21:22:56.225240,Hub-Core,Overseas-East,SDWAN,,,2.66,89.3,1,1,0.17,0
2026-07-01 21:22:56.225240,Hub-Core,Overseas-West,SDWAN,,,6.33,92.61,1,1,0.26,0
2026-07-01 21:22:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.06,93.52,1,1,0.05,0
2026-07-01 21:22:56.225240,Launch-Site-A,Tracking-North,MPLS,18.0,20.0,,,1,1,0.13,0
2026-07-01 21:22:56.225240,Tracking-South,RnD-Center,MPLS,16.0,10.0,,,1,1,0.15,0
2026-07-01 21:23:26.225240,Hub-Core,Launch-Site-A,MPLS,38.0,10.0,,,1,1,0.09,0
2026-07-01 21:23:26.225240,Hub-Core,Tracking-North,MPLS,26.0,10.0,,,0,1,0.13,0
2026-07-01 21:23:26.225240,Hub-Core,Tracking-South,MPLS,30.0,10.0,,,1,1,0.26,0
2026-07-01 21:23:26.225240,Hub-Core,RnD-Center,MPLS,22.0,20.0,,,0,1,0.17,0
2026-07-01 21:23:26.225240,Hub-Core,HQ-Admin,MPLS,21.0,20.0,,,1,1,0.29,0
2026-07-01 21:23:26.225240,Hub-Core,Overseas-East,SDWAN,,,2.56,86.31,1,1,0.29,0
2026-07-01 21:23:26.225240,Hub-Core,Overseas-West,SDWAN,,,9.76,86.63,0,1,0.37,0
2026-07-01 21:23:26.225240,Hub-Core,Overseas-Island,SDWAN,,,8.95,85.25,0,1,0.22,0
2026-07-01 21:23:26.225240,Launch-Site-A,Tracking-North,MPLS,30.0,10.0,,,1,1,0.24,0
2026-07-01 21:23:26.225240,Tracking-South,RnD-Center,MPLS,27.0,20.0,,,1,1,0.18,0
2026-07-01 21:23:56.225240,Hub-Core,Launch-Site-A,MPLS,16.0,20.0,,,0,1,0.01,0
2026-07-01 21:23:56.225240,Hub-Core,Tracking-North,MPLS,25.0,20.0,,,0,1,0.1,0
2026-07-01 21:23:56.225240,Hub-Core,Tracking-South,MPLS,28.0,20.0,,,1,1,0.3,0
2026-07-01 21:23:56.225240,Hub-Core,RnD-Center,MPLS,35.0,10.0,,,0,1,0.01,0
2026-07-01 21:23:56.225240,Hub-Core,HQ-Admin,MPLS,11.0,20.0,,,1,1,0.12,0
2026-07-01 21:23:56.225240,Hub-Core,Overseas-East,SDWAN,,,4.06,97.6,0,1,0.08,0
2026-07-01 21:23:56.225240,Hub-Core,Overseas-West,SDWAN,,,70.8,20.72,5,0,24.0,1
2026-07-01 21:23:56.225240,Hub-Core,Overseas-Island,SDWAN,,,89.72,15.06,4,0,21.49,1
2026-07-01 21:23:56.225240,Launch-Site-A,Tracking-North,MPLS,33.0,20.0,,,1,1,0.05,0
2026-07-01 21:23:56.225240,Tracking-South,RnD-Center,MPLS,25.0,20.0,,,1,1,0.18,0
2026-07-01 21:24:26.225240,Hub-Core,Launch-Site-A,MPLS,21.0,10.0,,,0,1,0.25,0
2026-07-01 21:24:26.225240,Hub-Core,Tracking-North,MPLS,23.0,10.0,,,0,1,0.23,0
2026-07-01 21:24:26.225240,Hub-Core,Tracking-South,MPLS,25.0,20.0,,,0,1,0.24,0
2026-07-01 21:24:26.225240,Hub-Core,RnD-Center,MPLS,19.0,10.0,,,0,1,0.25,0
2026-07-01 21:24:26.225240,Hub-Core,HQ-Admin,MPLS,13.0,20.0,,,1,1,0.23,0
2026-07-01 21:24:26.225240,Hub-Core,Overseas-East,SDWAN,,,92.47,28.59,5,0,7.15,1
2026-07-01 21:24:26.225240,Hub-Core,Overseas-West,SDWAN,,,4.96,98.84,1,1,0.22,0
2026-07-01 21:24:26.225240,Hub-Core,Overseas-Island,SDWAN,,,6.46,84.48,1,1,0.46,0
2026-07-01 21:24:26.225240,Launch-Site-A,Tracking-North,MPLS,26.0,10.0,,,0,1,0.26,0
2026-07-01 21:24:26.225240,Tracking-South,RnD-Center,MPLS,28.0,20.0,,,0,1,0.23,0
2026-07-01 21:24:56.225240,Hub-Core,Launch-Site-A,MPLS,31.0,10.0,,,1,1,0.09,0
2026-07-01 21:24:56.225240,Hub-Core,Tracking-North,MPLS,12.0,20.0,,,0,1,0.22,0
2026-07-01 21:24:56.225240,Hub-Core,Tracking-South,MPLS,18.0,20.0,,,1,1,0.23,0
2026-07-01 21:24:56.225240,Hub-Core,RnD-Center,MPLS,17.0,20.0,,,0,1,0.29,0
2026-07-01 21:24:56.225240,Hub-Core,HQ-Admin,MPLS,37.0,20.0,,,1,1,0.05,0
2026-07-01 21:24:56.225240,Hub-Core,Overseas-East,SDWAN,,,7.97,89.29,0,1,0.11,0
2026-07-01 21:24:56.225240,Hub-Core,Overseas-West,SDWAN,,,9.04,96.56,1,1,0.36,0
2026-07-01 21:24:56.225240,Hub-Core,Overseas-Island,SDWAN,,,8.43,96.31,1,1,0.2,0
2026-07-01 21:24:56.225240,Launch-Site-A,Tracking-North,MPLS,10.0,20.0,,,0,1,0.21,0
2026-07-01 21:24:56.225240,Tracking-South,RnD-Center,MPLS,29.0,20.0,,,0,1,0.21,0
2026-07-01 21:25:26.225240,Hub-Core,Launch-Site-A,MPLS,33.0,20.0,,,0,1,0.24,0
2026-07-01 21:25:26.225240,Hub-Core,Tracking-North,MPLS,30.0,10.0,,,1,1,0.29,0
2026-07-01 21:25:26.225240,Hub-Core,Tracking-South,MPLS,15.0,20.0,,,1,1,0.02,0
2026-07-01 21:25:26.225240,Hub-Core,RnD-Center,MPLS,26.0,10.0,,,1,1,0.08,0
2026-07-01 21:25:26.225240,Hub-Core,HQ-Admin,MPLS,28.0,10.0,,,0,1,0.16,0
2026-07-01 21:25:26.225240,Hub-Core,Overseas-East,SDWAN,,,3.65,85.37,1,1,0.29,0
2026-07-01 21:25:26.225240,Hub-Core,Overseas-West,SDWAN,,,3.85,96.39,0,1,0.49,0
2026-07-01 21:25:26.225240,Hub-Core,Overseas-Island,SDWAN,,,4.45,96.98,1,1,0.05,0
2026-07-01 21:25:26.225240,Launch-Site-A,Tracking-North,MPLS,428.0,100.0,,,8,0,14.85,1
2026-07-01 21:25:26.225240,Tracking-South,RnD-Center,MPLS,40.0,10.0,,,0,1,0.3,0
2026-07-01 21:25:56.225240,Hub-Core,Launch-Site-A,MPLS,34.0,20.0,,,0,1,0.2,0
2026-07-01 21:25:56.225240,Hub-Core,Tracking-North,MPLS,36.0,10.0,,,1,1,0.27,0
2026-07-01 21:25:56.225240,Hub-Core,Tracking-South,MPLS,23.0,20.0,,,1,1,0.15,0
2026-07-01 21:25:56.225240,Hub-Core,RnD-Center,MPLS,10.0,20.0,,,1,1,0.15,0
2026-07-01 21:25:56.225240,Hub-Core,HQ-Admin,MPLS,29.0,20.0,,,0,1,0.12,0
2026-07-01 21:25:56.225240,Hub-Core,Overseas-East,SDWAN,,,8.39,97.16,1,1,0.41,0
2026-07-01 21:25:56.225240,Hub-Core,Overseas-West,SDWAN,,,8.2,88.26,0,1,0.49,0
2026-07-01 21:25:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.83,91.2,1,1,0.34,0
2026-07-01 21:25:56.225240,Launch-Site-A,Tracking-North,MPLS,28.0,10.0,,,1,1,0.15,0
2026-07-01 21:25:56.225240,Tracking-South,RnD-Center,MPLS,35.0,20.0,,,0,1,0.03,0
2026-07-01 21:26:26.225240,Hub-Core,Launch-Site-A,MPLS,32.0,20.0,,,0,1,0.2,0
2026-07-01 21:26:26.225240,Hub-Core,Tracking-North,MPLS,30.0,20.0,,,0,1,0.25,0
2026-07-01 21:26:26.225240,Hub-Core,Tracking-South,MPLS,14.0,10.0,,,1,1,0.05,0
2026-07-01 21:26:26.225240,Hub-Core,RnD-Center,MPLS,303.0,100.0,,,7,0,13.88,1
2026-07-01 21:26:26.225240,Hub-Core,HQ-Admin,MPLS,10.0,20.0,,,1,1,0.08,0
2026-07-01 21:26:26.225240,Hub-Core,Overseas-East,SDWAN,,,9.85,84.87,0,1,0.08,0
2026-07-01 21:26:26.225240,Hub-Core,Overseas-West,SDWAN,,,4.01,91.93,1,1,0.45,0
2026-07-01 21:26:26.225240,Hub-Core,Overseas-Island,SDWAN,,,9.57,95.89,1,1,0.49,0
2026-07-01 21:26:26.225240,Launch-Site-A,Tracking-North,MPLS,23.0,20.0,,,1,1,0.09,0
2026-07-01 21:26:26.225240,Tracking-South,RnD-Center,MPLS,19.0,10.0,,,0,1,0.14,0
2026-07-01 21:26:56.225240,Hub-Core,Launch-Site-A,MPLS,24.0,20.0,,,0,1,0.2,0
2026-07-01 21:26:56.225240,Hub-Core,Tracking-North,MPLS,24.0,10.0,,,0,1,0.26,0
2026-07-01 21:26:56.225240,Hub-Core,Tracking-South,MPLS,27.0,10.0,,,0,1,0.19,0
2026-07-01 21:26:56.225240,Hub-Core,RnD-Center,MPLS,24.0,20.0,,,1,1,0.28,0
2026-07-01 21:26:56.225240,Hub-Core,HQ-Admin,MPLS,35.0,10.0,,,1,1,0.19,0
2026-07-01 21:26:56.225240,Hub-Core,Overseas-East,SDWAN,,,7.51,88.93,1,1,0.49,0
2026-07-01 21:26:56.225240,Hub-Core,Overseas-West,SDWAN,,,1.85,98.3,1,1,0.5,0
2026-07-01 21:26:56.225240,Hub-Core,Overseas-Island,SDWAN,,,9.21,91.74,0,1,0.22,0
2026-07-01 21:26:56.225240,Launch-Site-A,Tracking-North,MPLS,15.0,10.0,,,1,1,0.03,0
2026-07-01 21:26:56.225240,Tracking-South,RnD-Center,MPLS,14.0,10.0,,,0,1,0.09,0
2026-07-01 21:27:26.225240,Hub-Core,Launch-Site-A,MPLS,15.0,10.0,,,0,1,0.07,0
2026-07-01 21:27:26.225240,Hub-Core,Tracking-North,MPLS,39.0,10.0,,,0,1,0.13,0
2026-07-01 21:27:26.225240,Hub-Core,Tracking-South,MPLS,25.0,10.0,,,1,1,0.05,0
2026-07-01 21:27:26.225240,Hub-Core,RnD-Center,MPLS,13.0,20.0,,,0,1,0.25,0
2026-07-01 21:27:26.225240,Hub-Core,HQ-Admin,MPLS,12.0,20.0,,,0,1,0.11,0
2026-07-01 21:27:26.225240,Hub-Core,Overseas-East,SDWAN,,,2.4,83.23,1,1,0.1,0
2026-07-01 21:27:26.225240,Hub-Core,Overseas-West,SDWAN,,,7.96,91.22,0,1,0.32,0
2026-07-01 21:27:26.225240,Hub-Core,Overseas-Island,SDWAN,,,7.36,80.35,1,1,0.17,0
2026-07-01 21:27:26.225240,Launch-Site-A,Tracking-North,MPLS,32.0,20.0,,,0,1,0.01,0
2026-07-01 21:27:26.225240,Tracking-South,RnD-Center,MPLS,27.0,10.0,,,1,1,0.2,0
2026-07-01 21:27:56.225240,Hub-Core,Launch-Site-A,MPLS,24.0,20.0,,,1,1,0.05,0
2026-07-01 21:27:56.225240,Hub-Core,Tracking-North,MPLS,37.0,10.0,,,0,1,0.26,0
2026-07-01 21:27:56.225240,Hub-Core,Tracking-South,MPLS,22.0,20.0,,,1,1,0.14,0
2026-07-01 21:27:56.225240,Hub-Core,RnD-Center,MPLS,12.0,20.0,,,0,1,0.18,0
2026-07-01 21:27:56.225240,Hub-Core,HQ-Admin,MPLS,28.0,20.0,,,0,1,0.01,0
2026-07-01 21:27:56.225240,Hub-Core,Overseas-East,SDWAN,,,5.65,86.37,1,1,0.27,0
2026-07-01 21:27:56.225240,Hub-Core,Overseas-West,SDWAN,,,9.95,98.62,1,1,0.48,0
2026-07-01 21:27:56.225240,Hub-Core,Overseas-Island,SDWAN,,,6.27,98.11,0,1,0.22,0
2026-07-01 21:27:56.225240,Launch-Site-A,Tracking-North,MPLS,21.0,20.0,,,1,1,0.18,0
2026-07-01 21:27:56.225240,Tracking-South,RnD-Center,MPLS,15.0,20.0,,,1,1,0.06,0
2026-07-01 21:28:26.225240,Hub-Core,Launch-Site-A,MPLS,19.0,20.0,,,1,1,0.14,0
2026-07-01 21:28:26.225240,Hub-Core,Tracking-North,MPLS,18.0,20.0,,,0,1,0.05,0
2026-07-01 21:28:26.225240,Hub-Core,Tracking-South,MPLS,30.0,10.0,,,0,1,0.2,0
2026-07-01 21:28:26.225240,Hub-Core,RnD-Center,MPLS,19.0,10.0,,,0,1,0.05,0
2026-07-01 21:28:26.225240,Hub-Core,HQ-Admin,MPLS,20.0,20.0,,,1,1,0.19,0
2026-07-01 21:28:26.225240,Hub-Core,Overseas-East,SDWAN,,,4.97,80.17,0,1,0.33,0
2026-07-01 21:28:26.225240,Hub-Core,Overseas-West,SDWAN,,,2.57,99.54,1,1,0.4,0
2026-07-01 21:28:26.225240,Hub-Core,Overseas-Island,SDWAN,,,2.08,87.07,1,1,0.19,0
2026-07-01 21:28:26.225240,Launch-Site-A,Tracking-North,MPLS,27.0,20.0,,,1,1,0.19,0
2026-07-01 21:28:26.225240,Tracking-South,RnD-Center,MPLS,12.0,10.0,,,1,1,0.03,0
2026-07-01 21:28:56.225240,Hub-Core,Launch-Site-A,MPLS,39.0,10.0,,,0,1,0.26,0
2026-07-01 21:28:56.225240,Hub-Core,Tracking-North,MPLS,18.0,20.0,,,1,1,0.04,0
2026-07-01 21:28:56.225240,Hub-Core,Tracking-South,MPLS,13.0,20.0,,,1,1,0.1,0
2026-07-01 21:28:56.225240,Hub-Core,RnD-Center,MPLS,17.0,10.0,,,0,1,0.3,0
2026-07-01 21:28:56.225240,Hub-Core,HQ-Admin,MPLS,36.0,10.0,,,1,1,0.17,0
2026-07-01 21:28:56.225240,Hub-Core,Overseas-East,SDWAN,,,7.84,91.85,0,1,0.2,0
2026-07-01 21:28:56.225240,Hub-Core,Overseas-West,SDWAN,,,6.47,85.55,0,1,0.28,0
2026-07-01 21:28:56.225240,Hub-Core,Overseas-Island,SDWAN,,,6.39,81.65,0,1,0.39,0
2026-07-01 21:28:56.225240,Launch-Site-A,Tracking-North,MPLS,21.0,10.0,,,1,1,0.14,0
2026-07-01 21:28:56.225240,Tracking-South,RnD-Center,MPLS,35.0,20.0,,,1,1,0.01,0
2026-07-01 21:29:26.225240,Hub-Core,Launch-Site-A,MPLS,11.0,20.0,,,1,1,0.06,0
2026-07-01 21:29:26.225240,Hub-Core,Tracking-North,MPLS,28.0,20.0,,,0,1,0.25,0
2026-07-01 21:29:26.225240,Hub-Core,Tracking-South,MPLS,25.0,10.0,,,1,1,0.25,0
2026-07-01 21:29:26.225240,Hub-Core,RnD-Center,MPLS,20.0,10.0,,,0,1,0.08,0
2026-07-01 21:29:26.225240,Hub-Core,HQ-Admin,MPLS,36.0,10.0,,,1,1,0.09,0
2026-07-01 21:29:26.225240,Hub-Core,Overseas-East,SDWAN,,,1.08,91.91,1,1,0.4,0
2026-07-01 21:29:26.225240,Hub-Core,Overseas-West,SDWAN,,,7.71,95.64,1,1,0.48,0
2026-07-01 21:29:26.225240,Hub-Core,Overseas-Island,SDWAN,,,8.35,92.46,1,1,0.24,0
2026-07-01 21:29:26.225240,Launch-Site-A,Tracking-North,MPLS,33.0,20.0,,,0,1,0.29,0
2026-07-01 21:29:26.225240,Tracking-South,RnD-Center,MPLS,38.0,20.0,,,0,1,0.13,0
2026-07-01 21:29:56.225240,Hub-Core,Launch-Site-A,MPLS,36.0,20.0,,,0,1,0.05,0
2026-07-01 21:29:56.225240,Hub-Core,Tracking-North,MPLS,30.0,10.0,,,0,1,0.08,0
2026-07-01 21:29:56.225240,Hub-Core,Tracking-South,MPLS,25.0,20.0,,,0,1,0.12,0
2026-07-01 21:29:56.225240,Hub-Core,RnD-Center,MPLS,17.0,20.0,,,1,1,0.1,0
